show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;IMDB_titleID;IMDB_rating;IMDB_rating_votes;IMDB_title_name
80201825;Movie;Gour Hari Dastaan: The Freedom File;Ananth Narayan Mahadevan;Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani;India;2017-10-15;2015;TV-14;109 min;Dramas, Independent Movies, International Movies;A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.;/title/tt4513812/;7.5;442; Gour Hari Dastaan: The Freedom File
80202376;TV Show;Harry & Bunnie;Ah Loong;;Malaysia;2017-10-15;2017;TV-Y7;1 Season;Kids' TV, TV Comedies;A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.;/title/tt7533310/;4.5;23; Harry & Bunnie
80028360;Movie;Jal;Girish Malik;Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh;India;2017-10-15;2013;TV-14;132 min;Dramas, Independent Movies, International Movies;A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.;/title/tt2708550/;6.8;420; Jal
80142617;Movie;Money;Martin Rosete;Kellan Lutz, Jess Weixler, Jesse Williams, Jamie Bamber, Lucía Guerrero, Fredric Lehne;United States, Spain;2017-10-15;2016;R;84 min;Thrillers;Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.;/title/tt4715356/;5.5;2321; Money
80201823;Movie;One Night Stand;Jasmine D'Souza;Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht;India;2017-10-15;2016;TV-MA;93 min;Dramas, International Movies, Music & Musicals;An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.;/title/tt5358948/;3.1;983; One Night Stand
80190841;Movie;OtherLife;Ben C. Lucas;Jessica De Gouw, T.J. Power, Thomas Cocquerel, Liam Graham, Clarence John Ryan, Maggie Meyer, Tiriel Mora, Priscilla-Anne Forder, Adriane Daff, Ian Toyne;Australia, United Arab Emirates;2017-10-15;2017;TV-MA;96 min;Dramas, Independent Movies, International Movies;After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.;/title/tt4693358/;6.3;12255; OtherLife
80115858;Movie;Sardaarji 2;Rohit Jugraj;Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill;Australia, India;2017-10-15;2016;TV-PG;145 min;Action & Adventure, Comedies, International Movies;A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.;/title/tt5701172/;5.3;483; Sardaarji 2
80203790;Movie;Teshan;Sukhbir Singh;Happy Raikoti, Diljott, Prince Kanwaljit Singh, Karamjit Anmol, Harinder Bhullar, Virast Sandhu, Anita Devgan, Simran Sehajpal;India;2017-10-15;2016;TV-PG;133 min;Comedies, International Movies, Romantic Movies;New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.;/title/tt6043298/;5.3;42; Teshan
80158391;Movie;Ujala;Naresh Saigal;Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum;India;2017-10-15;1959;TV-PG;143 min;Dramas, International Movies;An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.;/title/tt0157132/;6.1;44; Ujala
80201822;Movie;Veerappan;Ram Gopal Varma;Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar;India;2017-10-15;2016;TV-14;117 min;Action & Adventure, Dramas, International Movies;A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.;/title/tt5632164/;5.3;600; Veerappan
80211540;Movie;Why Knot;Dhruv Dhawan;;Canada, India, Thailand, United States, United Arab Emirates;2017-10-15;2016;TV-MA;84 min;Documentaries;Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.;/title/tt3483174/;5.2;56; Why Knot
70258995;Movie;Berserk: The Golden Age Arc I - The Egg of the King;Toshiyuki Kubooka;Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake;Japan;2016-10-15;2012;TV-MA;77 min;Action & Adventure, Anime Features, International Movies;Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.;/title/tt2210479/;7.6;9573; Berserk: The Golden Age Arc I - The Egg of the King
70204970;TV Show;DEATH NOTE;;Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton;Japan;2016-10-15;2006;TV-14;1 Season;Anime Series, Crime TV Shows, International TV Shows;When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.;/title/tt0877057/;9.0;200866; Death Note
80080727;TV Show;Spotless;;Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle;United Kingdom, France;2016-10-15;2015;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.;/title/tt3834000/;7.9;2811; Spotless
80187205;Movie;This Is Not What I Expected;Derek Hui;Takeshi Kaneshiro, Zhou Dongyu, Sun Yizhou, Ming Xi, Tony Yang, Lin Chi-ling;China;2017-10-14;2017;TV-PG;107 min;Comedies, International Movies, Romantic Movies;Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.;/title/tt6772874/;6.7;1206; This Is Not What I Expected
80097472;Movie;Sky Ladder: The Art of Cai Guo-Qiang;Kevin MacDonald;Cai Guo-Qiang;United States;2016-10-14;2016;TV-MA;80 min;Documentaries;Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.;/title/tt5278930/;7.3;966; Sky Ladder: The Art of Cai Guo-Qiang
70280748;Movie;Russell Peters: Notorious;Dave Higby;Russell Peters;United States;2013-10-14;2013;NR;72 min;Stand-Up Comedy;Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.;/title/tt3295244/;7.1;1368; Russell Peters: Notorious
81019031;Movie;Soorma;Shaad Ali;Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses;India;2018-10-13;2018;TV-14;131 min;Dramas, International Movies, Sports Movies;This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.;/title/tt7690638/;7.4;3981; Soorma
80148070;Movie;Blessed Benefit;Mahmoud al Massad;Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar;Germany, Jordan, Netherlands;2017-10-13;2016;TV-14;83 min;Comedies, Dramas, International Movies;After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.;/title/tt5161784/;6.7;469; Blessed Benefit
80183198;Movie;El Especial de Alex Fernández, el Especial;Jan Suter;Alex Fernández;Mexico;2017-10-13;2017;TV-MA;52 min;Stand-Up Comedy;From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.;/title/tt7520228/;6.6;50; El especial de Alex Fernández, el Especial
80158844;Movie;Kingdom of Us;Lucy Cohen;;United Kingdom;2017-10-13;2017;TV-MA;110 min;Documentaries;A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.;/title/tt7321274/;7.0;693; Kingdom of Us
80164456;Movie;The Babysitter;McG;Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino;United States;2017-10-13;2017;TV-MA;85 min;Comedies, Horror Movies;When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.;/title/tt4225622/;6.3;52991; The Babysitter
80075476;Movie;Mascots;Christopher Guest;Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley;United States;2016-10-13;2016;TV-MA;95 min;Comedies;Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.;/title/tt4936176/;5.7;6316; Mascots
80158148;Movie;Apostle;Gareth Evans;Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy;United Kingdom, United States;2018-10-12;2018;TV-MA;130 min;Horror Movies, International Movies, Thrillers;In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.;/title/tt6217306/;6.3;35566; Apostle
80216844;Movie;Feminists: What Were They Thinking?;Johanna Demetrakas;;United States;2018-10-12;2018;TV-MA;86 min;Documentaries, LGBTQ Movies;Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.;/title/tt5419676/;6.8;1354; Feminists: What Were They Thinking?
80187722;TV Show;FIGHTWORLD;Padraic McKinley;Frank Grillo;;2018-10-12;2018;TV-MA;1 Season;Docuseries;Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.;/title/tt9047526/;7.7;535; Fightworld
81021082;Movie;Kuntilanak;Rizal Mantovani;Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih;Indonesia;2018-10-12;2018;TV-14;106 min;Horror Movies, International Movies;Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.;/title/tt8512746/;4.7;413; Kuntilanak
80201868;TV Show;The Curious Creations of Christine McConnell;;Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver;;2018-10-12;2018;TV-PG;1 Season;TV Comedies, TV Mysteries;Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.;/title/tt8773080/;7.7;1983; The Curious Creations of Christine McConnell
80189221;TV Show;The Haunting of Hill House;;Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw;United States;2018-10-12;2018;TV-MA;1 Season;TV Dramas, TV Horror, TV Mysteries;Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.;/title/tt6763664/;8.7;136758; The Haunting of Hill House
80240972;Movie;The Kindergarten Teacher;Sara Colangelo;Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu;United States, Israel, United Kingdom, Canada;2018-10-12;2018;R;97 min;Dramas, Independent Movies;A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.;/title/tt6952960/;6.7;10971; The Kindergarten Teacher
80127559;Movie;Justin Timberlake + the Tennessee Kids;Jonathan Demme;Justin Timberlake;United States;2016-10-12;2016;TV-PG;90 min;Music & Musicals;On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.;/title/tt5001772/;7.9;171; Justin Timberlake + the Tennessee Kids
81078819;Movie;El Camino: A Breaking Bad Movie;Vince Gilligan;Aaron Paul;United States;2019-10-11;2019;TV-MA;123 min;Dramas, Thrillers;"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by Breaking Bad"""" creator Vince Gilligan""";/title/tt9243946/;7.4;147173; El Camino: A Breaking Bad Movie
80223997;Movie;Fractured;Brad Anderson;Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean;United States;2019-10-11;2019;TV-MA;100 min;Thrillers;After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.;/title/tt4332232/;6.3;36719; Fractured
81191666;Movie;The Bling Lagosians;Bolanle Austen-Peters;Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo;Nigeria;2019-10-11;2019;TV-14;99 min;Dramas, International Movies;With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.;/title/tt10410186/;6.5;38; The Bling Lagosians
80198288;TV Show;Salt Fat Acid Heat;;Samin Nosrat;;2018-10-11;2018;TV-PG;1 Season;Docuseries;Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.;/title/tt8772088/;7.7;1205; Salt Fat Acid Heat
81015317;Movie;Tales From the Hood 2;Rusty Cundieff, Darin Scott;Keith David, Bryan Batt, Alexandria Deberry, Bill Martin Williams, Martin Bats Bradford, Kendrick Cross, Jasmine Akakpo, Kedrick Brown;United States;2018-10-10;2018;R;110 min;Cult Movies, Horror Movies, Independent Movies;Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.;/title/tt8403680/;4.3;1319; Tales from the Hood 2
80205204;Movie;Christina P: Mother Inferior;Jay Karas;Christina Pazsitzky;United States;2017-10-10;2017;TV-MA;59 min;Stand-Up Comedy;Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.;/title/tt7057376/;6.3;713; Christina P: Mother Inferior
81103033;Movie;A.M.I.;Rusty Nixon;Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius;Canada;2019-10-01;2019;TV-MA;77 min;Horror Movies;After losing her mother, a teenage girl bonds with her phone’s artificial intelligence app, a relationship that soon takes a dark and violent turn.;/title/tt8712750/;3.9;1201; A.M.I.
60002273;Movie;Along Came a Spider;Lee Tamahori;Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller;United States, Germany, Canada;2019-10-01;2001;R;103 min;Thrillers;When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent.;/title/tt0164334/;6.4;71347; Along Came a Spider
70297962;Movie;Alpha and Omega 2: A Howl-iday Adventure;Richard Rich;Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo;United States;2019-10-01;2013;TV-G;45 min;Children & Family Movies;In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.;/title/tt3111728/;5.1;849; Alpha and Omega 2: A Howl-iday Adventure
269880;Movie;Bad Boys;Michael Bay;Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso;United States;2019-10-01;1995;R;119 min;Action & Adventure, Comedies;In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.;/title/tt0112442/;6.9;219652; Bad Boys
60029167;Movie;Bad Boys II;Michael Bay;Will Smith, Martin Lawrence, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez;United States;2019-10-01;2003;R;147 min;Action & Adventure, Comedies;In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.;/title/tt0172156/;6.6;21575; Bad Boys II
60020891;Movie;Blow;Ted Demme;Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta;United States;2019-10-01;2001;R;123 min;Dramas;Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.;/title/tt0221027/;7.6;229842; Blow
60027726;Movie;Charlie's Angels: Full Throttle;McG;Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese;United States;2019-10-01;2003;PG-13;106 min;Action & Adventure, Comedies;In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.;/title/tt0305357/;4.9;116191; Charlie's Angels: Full Throttle
81166946;TV Show;Cheese in the Trap;Lee Yoon-jung;Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang;South Korea;2019-10-01;2016;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.;/title/tt4741110/;7.5;2045; Cheese in the Trap
81113888;TV Show;College Romance;;Manjot Singh, Apoorva Arora, Keshav Sadhna, Shreya Mehta, Hira Ashar, Gagan Arora;India;2019-10-01;2018;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Three best friends look for love, laughs and some lifelong memories while attending college together.;/title/tt8809646/;9.1;19041; College Romance
70023961;Movie;Crash;Paul Haggis;Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña;United States, Germany;2019-10-01;2004;R;112 min;Dramas, Independent Movies;In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.;/title/tt0375679/;7.8;407242; Crash
60027716;Movie;Dumb and Dumberer: When Harry Met Lloyd;Troy Miller;Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy;United States;2019-10-01;2003;PG-13;85 min;Comedies;This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.;/title/tt0329028/;3.4;35895; Dumb and Dumberer: When Harry Met Lloyd
70287957;Movie;Earth to Echo;Dave Green;Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman;United States;2019-10-01;2014;PG;91 min;Children & Family Movies, Sci-Fi & Fantasy;When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.;/title/tt2183034/;5.8;17894; Earth to Echo
81113890;TV Show;Engineering Girls;;Barkha Singh, Kritika Avasthi, Sejal Kumar;India;2019-10-01;2018;TV-14;1 Season;International TV Shows, TV Comedies;Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.;/title/tt8502324/;6.9;767; Engineering Girls
60020892;Movie;Exit Wounds;Andrzej Bartkowiak;Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes;United States;2019-10-01;2001;R;101 min;Action & Adventure;Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.;/title/tt0242445/;5.6;31028; Exit Wounds
81113886;TV Show;Girls Hostel;;Srishti Shrivastava, Parul Gulati, Simran Natekar, Ahsaas Channa, Shreya Mehta, Gagan Arora, Trupti Khamkar, Khushbu Baid;India;2019-10-01;2018;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.;/title/tt9401936/;8.5;235; Girls Hostel
60028097;Movie;Good Burger;Brian Robbins;Kenan Thompson, Kel Mitchell, Abe Vigoda, Dan Schneider, Shar Jackson, Jan Schweiterman, Linda Cardellini, Sinbad, Ron Lester, Josh Server, Ginny Schreiber;United States;2019-10-01;1997;PG;96 min;Children & Family Movies, Comedies;Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.;/title/tt0119215/;5.7;24733; Good Burger
70065112;Movie;Good Luck Chuck;Mark Helfrich;Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni;United States, Canada;2019-10-01;2007;UR;99 min;Comedies, Romantic Movies;Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.;/title/tt0452625/;5.6;83174; Good Luck Chuck
70083108;Movie;Harold & Kumar Escape from Guantanamo Bay;Jon Hurwitz, Hayden Schlossberg;John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcés, Jon Reep, Missi Pyle;United States;2019-10-01;2008;R;101 min;Comedies, Cult Movies;Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.;/title/tt0481536/;6.6;127136; Harold & Kumar Escape from Guantanamo Bay
70184050;Movie;Honey 2;Bille Woodruff;Kat Graham, Mario Lopez, Audrina Patridge, Seychelle Gabriel, Randy Wayne, Brandon Molale, Melissa Molinaro, Jossara Jinaro, Lonette McKee, Laurieann Gibson, Christopher Shazar;United States;2019-10-01;2011;PG-13;111 min;Dramas, Romantic Movies;Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.;/title/tt1657283/;5.3;6603; Honey 2
81003460;Movie;House of the Witch;Alex Merkin;Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman;United States;2019-10-01;2017;TV-14;86 min;Horror Movies;A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.;/title/tt6988208/;4.9;1965; House of the Witch
81113887;TV Show;Inmates;;Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur;India;2019-10-01;2017;TV-MA;1 Season;International TV Shows, TV Comedies;While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.;/title/tt6897680/;6.6;894; InMates
70095135;Movie;Knowing;Alex Proyas;Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering;United States, United Kingdom, Australia;2019-10-01;2009;PG-13;121 min;Sci-Fi & Fantasy, Thrillers;An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.;/title/tt0448011/;6.2;212823; Knowing
60023597;Movie;Men in Black II;Barry Sonnenfeld;Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross;United States;2019-10-01;2002;PG-13;88 min;Action & Adventure, Comedies, Sci-Fi & Fantasy;Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.;/title/tt0120912/;6.2;326578; Men in Black II
70058017;Movie;No Reservations;Scott Hicks;Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe;United States;2019-10-01;2007;PG;104 min;Comedies, Romantic Movies;Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.;/title/tt0481141/;6.3;68033; No Reservations
70058024;Movie;Ocean's Thirteen;Steven Soderbergh;George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan;United States;2019-10-01;2007;PG-13;122 min;Action & Adventure, Comedies;This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.;/title/tt0496806/;6.9;305337; Ocean's Thirteen
70011211;Movie;Ocean's Twelve;Steven Soderbergh;George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan;United States;2019-10-01;2004;PG-13;125 min;Action & Adventure, Comedies;Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.;/title/tt0349903/;6.5;340569; Ocean's Twelve
70271599;Movie;One Direction: This Is Us;Morgan Spurlock;Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne;United States;2019-10-01;2013;PG;92 min;Documentaries, Music & Musicals;Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.;/title/tt2515086/;4.2;23099; One Direction: This Is Us
70020699;Movie;Raging Bull;Martin Scorsese;Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono;United States;2019-10-01;1980;R;129 min;Classic Movies, Dramas, Sports Movies;This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.;/title/tt0081398/;8.2;301203; Raging Bull
60003540;Movie;Rugrats in Paris: The Movie;Stig Bergqvist, Paul Demeyer;Elizabeth Daily, Tara Strong, Cheryl Chase, Christine Cavanaugh, Cree Summer, Kath Soucie, Michael Bell, Tress MacNeille, Casey Kasem, Joe Alaskey, Debbie Reynolds, Jack Riley, Susan Sarandon, John Lithgow;Germany, United States;2019-10-01;2000;G;79 min;Children & Family Movies, Comedies;The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.;/title/tt0213203/;6.1;10496; Rugrats in Paris: The Movie
